State,UnitID,InstitutionName,Control,TotalEnrollment,SFA1819,SFA1718_RV,SFA1617_RV,SFA1516_RV,SFA1415_RV,SFA1314_RV,SFA1213_RV,SFA1112_RV,SFA1011_RV,SFA0910_RV,EFIA2019,EFIA2018_RV,EFIA2017_RV,EFIA2016_RV,EFIA2015_RV,EFIA2014_RV,EFIA2013_RV,EFIA2012_RV,EFIA2011_RV,EFIA2010_RV,IC2019_AY,IC2018_AY,IC2017_AY,IC2016_AY,IC2015_AY,IC2014_AY,IC2013_AY,IC2012_AY,IC2011_AY_RV,IC2010_AY_RV,IC2009_AY_RV,PercentUndergradAid
TX,,University of Houston-Clear Lake,1,6212,4851,4989,4909,4514,4415,,,,,,,,,,,,,,,,7002,6718,6502,5802,5802,,,,,,,64
TX,,University of Houston-Downtown,1,12680,4418,4323,4245,4794,4746,4830,4583,5029,2309,1942,,,,,,,,,,,6500,6470,5978,5780,5516,5238,5022,4786,4604,4392,,83
TX,,University of Houston-System Administration,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,University of Houston-Victoria,1,3251,5260,5085,5235,5156,5393,5734,5242,5126,4356,,,,,,,,,,,,6491,6805,7369,7086,6748,6248,6116,5830,5604,,,94
TX,,University of Mary Hardin-Baylor,2,3397,6861,7174,7505,6704,7794,7283,8272,6940,6653,9315,,,,,,,,,,,28650,27600,26550,26100,25650,25200,24150,22950,21600,20650,,95
TX,,University of North Texas,1,31375,6058,5744,5815,5606,5895,5810,5773,5649,5344,5987,,,,,,,,,,,10852,10544,10153,9730,9346,8745,8357,7989,7306,7001,,82
TX,,University of North Texas at Dallas,1,2949,4414,4804,4554,4504,6196,4205,,,,,,,,,,,,,,,9139,7848,7848,7650,7650,,,,,,,96
TX,,University of North Texas Health Science Center,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,University of North Texas System,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,University of Phoenix-Texas,3,744,6373,7787,9184,8913,8218,8465,,,,,,,,,,,,,,,9552,9940,9749,9834,10461,,,,,,,50
TX,,University of St Thomas,2,1978,5764,5713,5591,7158,7189,6187,6519,5877,6797,6679,,,,,,,,,,,33580,32660,31520,30310,29440,28240,26890,25300,23500,21830,,96
TX,,University of Texas Health Science Center at Tyler,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,University of Texas Southwestern Medical Center,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,,University of the Incarnate Word,2,5558,7438,4760,6947,6975,7647,9935,7141,6885,6736,7573,,,,,,,,,,,31484,29990,28898,27798,26490,24790,23690,22790,21890,21290,,99
TX,,Valley Grande Institute for Academic Studies,2,249,6413,6797,6069,5435,8144,4836,5254,6217,6972,7134,,,,,,,,,,,,,,,,,,,,,,76
TX,,Vernon College,1,3054,4222,4736,4981,4823,4886,5005,4906,5215,4936,5318,,,,,,,,,,,3080,3300,3150,2940,2940,2940,2880,2730,2610,2490,,88
TX,,Vet Tech Institute of Houston,3,176,7235,7046,7060,8215,8998,8302,8858,8368,7902,9650,,,,,,,,,,,14700,14640,14320,14200,14120,13570,13430,13430,13530,13330,,90
TX,,Victoria Beauty College Inc,3,93,4349,3699,4413,2346,2462,2290,2984,1615,1429,1500,,,,,,,,,,,,,,,,,,,,,,100
TX,,Victoria College,1,3860,4341,4934,6080,4428,4935,5622,5319,5928,5390,6051,,,,,,,,,,,2232,2640,2640,2640,2640,2490,2400,2400,2130,2070,,79
TX,,Vista College,3,3500,10771,9758,11623,9853,9242,8465,11056,10997,8442,6686,,,,,,,,,,,15680,14450,15550,15760,15425,14725,18050,17762,18563,18563,,27
TX,,Vista College-Online,3,768,7171,8467,10174,9169,7543,8187,5980,7887,6890,6912,,,,,,,,,,,,,,,,,,,,,,85
TX,,Vogue College of Cosmetology,3,100,3960,5473,5042,4852,4669,5532,5101,4557,,,,,,,,,,,,,,,,,,,,,,,,100
TX,,Vogue College of Cosmetology-McAllen,3,317,5909,4571,5418,5500,3990,3345,5402,6997,,,,,,,,,,,,,,,,,,,,,,,,92
TX,,Vogue College of Cosmetology-San Antonio Fredericksburg,3,150,5463,5192,3257,3783,4416,4748,5519,4745,,,,,,,,,,,,,,,,,,,,,,,,88
TX,,Vogue International Academy,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
TX,,Wade College,3,165,6822,7249,9399,9084,9624,8601,11812,8350,7090,6551,,,,,,,,,,,13989,13654,13675,13310,13055,12695,12163,12510,11495,10295,,93
TX,,Wade Gordon Hairdressing Academy,3,86,6332,9269,8420,8789,10075,10320,10114,7500,,,,,,,,,,,,,,,,,,,,,,,,94
TX,,Wade Gordon Hairdressing Academy,3,34,11945,9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
TX,,Wade Gordon Hairdressing Academy-Lubbock,3,58,7004,9806,9872,9965,9500,,,,,,,,,,,,,,,,,,,,,,,,,,,80
TX,,Wayland Baptist University,2,3356,10285,9274,8009,8053,6920,5824,6070,6320,4568,3825,,,,,,,,,,,20070,18510,15060,13680,12960,12550,11900,11320,10796,10316,,94
TX,,Weatherford College,1,6389,4125,4619,4858,4745,4565,4867,4454,4723,4746,5089,,,,,,,,,,,2550,2440,2440,2400,2400,2280,2170,2170,1990,1870,,72
TX,,West Coast University-Dallas,3,792,8142,,15000,,5500,17151,8248,,,,,,,,,,,,,,26635,26435,25935,25935,25425,24675,24675,,,,,100
TX,,West Texas A & M University,1,7376,6844,5625,5569,5825,5813,5655,5561,6207,6384,5731,,,,,,,,,,,7935,7846,7699,7041,6782,6500,6308,6008,5834,5494,,90
TX,,Western Technical College,3,495,2763,3332,7234,7039,5866,4889,5079,5927,6519,3571,,,,,,,,,,,,,,,,,,,,,,91
TX,,Western Technical College,3,1162,6100,6496,8308,7889,8266,7300,4702,4960,4134,4134,,,,,,,,,,,,,,,,,,,,,,84
TX,,Western Texas College,1,2179,4787,4224,4699,4337,4967,4578,4174,4397,4417,4359,,,,,,,,,,,2790,2700,2018,1898,1898,1898,1898,1898,1728,1656,,47
TX,,Wharton County Junior College,1,6768,4828,4992,5194,4885,4772,5081,5031,5140,4702,4738,,,,,,,,,,,2352,2342,2222,2222,2222,2112,2064,2064,1776,1536,,55
TX,,Wiley College,2,1003,3124,6189,6978,8077,6525,6736,7723,6529,6528,7351,,,,,,,,,,,12306,12306,12064,11828,11482,11382,11382,11050,11050,9970,,100
TX,,William Edge Institute,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
TX,,Yahweh Beauty Academy,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
